_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
341,2299,339,ELMBROOK PARK,Park,Playground,2 Elmbrook Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2299,"{""coordinates"": [[-79.5844371817406, 43.6605139533021]], ""type"": ""MultiPoint""}"
342,540,185,CHARLOTTETOWN PARK,Park,"Ball Diamond, Playground, Sports Field, Tennis Court",65 Charlottetown Blvd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=540,"{""coordinates"": [[-79.140237815241, 43.7816672765337]], ""type"": ""MultiPoint""}"
343,2334,399,GARTHDALE PARKETTE,Park,Playground,88 A Garthdale Crt,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2334,"{""coordinates"": [[-79.4649075294998, 43.7652867035607]], ""type"": ""MultiPoint""}"
344,2065,955,SIR ADAM BECK PARK,Park,"Pickleball Court, Tennis Court, Washroom",55 Eltham Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2065,"{""coordinates"": [[-79.5475491027023, 43.6021214131556]], ""type"": ""MultiPoint""}"
345,2311,360,FANFARE PARK,Park,Playground,40 Fanfare Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2311,"{""coordinates"": [[-79.1395462016121, 43.7918486967307]], ""type"": ""MultiPoint""}"
346,2569,850,ERNIE LUSTIG - RAINBOW PARK,Park,Playground,250 Rory Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2569,"{""coordinates"": [[-79.4835900569593, 43.7203080329806]], ""type"": ""MultiPoint""}"
347,528,47,ARSANDCO PARK,Park,Ball Diamond,151 Prudential Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=528,"{""coordinates"": [[-79.2682484755912, 43.748577632004]], ""type"": ""MultiPoint""}"
348,117,330,EGLINTON PARK,Park,"Ball Diamond, Pickleball Court, Picnic Site, Playground, Sports Field, Tennis Court, Washroom",200 Eglinton Ave W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=117,"{""coordinates"": [[-79.4053288312595, 43.707455343197]], ""type"": ""MultiPoint""}"
349,872,1097,WELLESWORTH PARK,Park,"Ball Diamond, Playground, Sports Field, Washroom",55 Dixfield Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=872,"{""coordinates"": [[-79.5743029490384, 43.6566143866502]], ""type"": ""MultiPoint""}"
350,502,354,FAIRBANK MEMORIAL PARK,Park,"Ball Diamond, Basketball Court, Playground",2213 Dufferin St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=502,"{""coordinates"": [[-79.4477474522899, 43.6918448284323]], ""type"": ""MultiPoint""}"
351,157,160,CASSELS AVENUE PLAYGROUND,Park,"Dog Off-Leash Area, Playground",69 Cassels Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=157,"{""coordinates"": [[-79.3068944789345, 43.6800694142899]], ""type"": ""MultiPoint""}"
352,2276,96,BETTY SUTHERLAND TRAIL PARK,Park,None,250 Duncan Mill Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2276,"{""coordinates"": [[-79.3517897389954, 43.7645427725753]], ""type"": ""MultiPoint""}"
353,1181,327,EDITHVALE PARK,Park,"Ball Diamond, Basketball Court, Firepit, Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Playground, Sports Field",121 Finch Ave W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1181,"{""coordinates"": [[-79.4249370380723, 43.7762151972104]], ""type"": ""MultiPoint""}"
354,2271,603,LANGDALE COURT GREENBELT,Park,None,107 Driftwood Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2271,"{""coordinates"": [[-79.5127265565669, 43.7548316778786]], ""type"": ""MultiPoint""}"
355,2609,1514,SPINNEY GREENBELT,Park,None,10 Spinney Crt,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2609,"{""coordinates"": [[-79.3387651569845, 43.7572675307723]], ""type"": ""MultiPoint""}"
356,327,278,DIEPPE PARK,Park,"Ball Diamond, Outdoor Dry Pad, Pickleball Court, Playground, Sports Field, Washroom",455 Cosburn Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=327,"{""coordinates"": [[-79.3354590832969, 43.6916121309212]], ""type"": ""MultiPoint""}"
357,2267,1409,MCKENZIE PARKETTE,Park,None,293 Doris Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2267,"{""coordinates"": [[-79.4114014160763, 43.7720334661205]], ""type"": ""MultiPoint""}"
358,756,948,SHOREHAM PARK,Park,Playground,2 Shoreham Crt,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=756,"{""coordinates"": [[-79.5179110043167, 43.7692572898537]], ""type"": ""MultiPoint""}"
359,958,99,BILL HANCOX PARK,Park,"Playground, Sports Field",101 Bridgeport Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=958,"{""coordinates"": [[-79.1391307854654, 43.7781595493708]], ""type"": ""MultiPoint""}"
360,2694,1148,WOODSWORTH GREENBELT,Park,None,360 Woodsworth Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2694,"{""coordinates"": [[-79.363365344572, 43.7627203077003]], ""type"": ""MultiPoint""}"
361,1466,460,HARDING PARK,Park,"Ball Diamond, Playground",59 Hearst Crcl,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1466,"{""coordinates"": [[-79.4984767449704, 43.6995729366282]], ""type"": ""MultiPoint""}"
362,984,993,STAFFORD PARK,Park,Playground,100 Stafford Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=984,"{""coordinates"": [[-79.438987837516, 43.7715201912197]], ""type"": ""MultiPoint""}"
363,672,588,KIRKWOOD PARK,Park,"Pickleball Court, Playground, Tennis Court",25 Kirkwood Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=672,"{""coordinates"": [[-79.3616754458851, 43.7556139522765]], ""type"": ""MultiPoint""}"
364,19,894,ROSETTA MCCLAIN GARDENS,Park,Washroom,5 Glen Everest Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=19,"{""coordinates"": [[-79.255344308575, 43.6966050316631]], ""type"": ""MultiPoint""}"
365,758,953,SILVIO COLELLA PARK,Park,Playground,20 Laura Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=758,"{""coordinates"": [[-79.5214939552639, 43.7387386342729]], ""type"": ""MultiPoint""}"
366,682,520,VIOLA DESMOND PARK,Park,"Ball Diamond, Basketball Court, Playground, Sports Field",85 Hupfield Trl,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=682,"{""coordinates"": [[-79.2185152736321, 43.8129161094847]], ""type"": ""MultiPoint""}"
367,598,941,"SHAWN ""BLU"" ROSE PARK",Park,"Ball Diamond, Playground",30 Empringham Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=598,"{""coordinates"": [[-79.209711646995, 43.8120715400616]], ""type"": ""MultiPoint""}"
368,677,501,HORSELEY HILL PARK,Park,"Ball Diamond, Playground, Sports Field",145 Horseley Hill Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=677,"{""coordinates"": [[-79.2295348025861, 43.8107822742711]], ""type"": ""MultiPoint""}"
369,698,602,L'AMOREAUX SPORTS COMPLEX,Park,"Ball Diamond, Picnic Site, Playground, Sports Field, Washroom",100 Silver Springs Blvd,416-396-4253,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=698,"{""coordinates"": [[-79.3063522586656, 43.80473868812]], ""type"": ""MultiPoint""}"
370,2159,122,BOWAN COURT PARKETTE,Park,Playground,12 Bowan Crt,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2159,"{""coordinates"": [[-79.3925018862142, 43.79565068056]], ""type"": ""MultiPoint""}"
371,2681,1125,WILLESDEN PARK,Park,Playground,88 Willesden Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2681,"{""coordinates"": [[-79.3627993176405, 43.7941818981735]], ""type"": ""MultiPoint""}"
372,729,821,PINTO PARK,Park,"Ball Diamond, Playground",23 Pinto Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=729,"{""coordinates"": [[-79.3396981401966, 43.7909042043045]], ""type"": ""MultiPoint""}"
373,2746,1155,YORK MILLS PARK,Park,None,321 York Mills Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2746,"{""coordinates"": [[-79.404706976661, 43.7420248930041]], ""type"": ""MultiPoint""}"
374,1710,867,REMBERTO NAVIA SPORT FIELDS,Park,"Cricket Pitch Field, Sports Field",65 Norfinch Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1710,"{""coordinates"": [[-79.524782134606, 43.7591846118107]], ""type"": ""MultiPoint""}"
375,957,740,MOSSGROVE PARK,Park,"Ball Diamond, Outdoor Fitness Equipment, Playground",57 Mossgrove Trl,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=957,"{""coordinates"": [[-79.3646478555996, 43.7532770289854]], ""type"": ""MultiPoint""}"
376,648,437,GRANDRAVINE PARK,Park,"Ball Diamond, Basketball Court, Outdoor Ping Pong/Table Tennis, Playground, Tennis Court",23 Grandravine Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=648,"{""coordinates"": [[-79.4913156667407, 43.7519255965011]], ""type"": ""MultiPoint""}"
377,2556,910,RUSTIC PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",35 Raven Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2556,"{""coordinates"": [[-79.5044312368611, 43.7132813581571]], ""type"": ""MultiPoint""}"
378,1449,283,DON VALLEY BRICK WORKS,Park,"Dog Off-Leash Area, Washroom",550 Bayview Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1449,"{""coordinates"": [[-79.3659567636892, 43.6876651974829]], ""type"": ""MultiPoint""}"
379,1484,1529,SYLVAN PARK - GATE GULLY,Park,None,55 Sylvan Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1484,"{""coordinates"": [[-79.2133369393767, 43.7302138677409]], ""type"": ""MultiPoint""}"
380,2328,1893,OAKDALE VILLAGE PARK,Park,Playground,95 Fred Young Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2328,"{""coordinates"": [[-79.5199764101026, 43.7295096975512]], ""type"": ""MultiPoint""}"
381,1037,1087,WARDEN PARK,Park,"Ball Diamond, Outdoor Fitness Equipment",2851 Warden Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1037,"{""coordinates"": [[-79.3183334505613, 43.8048553565575]], ""type"": ""MultiPoint""}"
382,2471,704,MCLEVIN WOODS PARK,Park,None,375 McLevin Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2471,"{""coordinates"": [[-79.2223641099687, 43.8077828964946]], ""type"": ""MultiPoint""}"
383,680,519,HUNTSMILL PARK,Park,"Ball Diamond, Playground, Sports Field",201 Huntsmill Blvd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=680,"{""coordinates"": [[-79.3287110490754, 43.8087933994868]], ""type"": ""MultiPoint""}"
384,695,733,MOORE PARK,Park,"Playground, Sports Field, Tennis Court",110 Cactus Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=695,"{""coordinates"": [[-79.4353438289312, 43.7915790231191]], ""type"": ""MultiPoint""}"
385,644,430,GOULDING PARK,Park,"Ball Diamond, Outdoor Ping Pong/Table Tennis, Playground, Tennis Court",80 Patricia Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=644,"{""coordinates"": [[-79.4223942088165, 43.7908731505349]], ""type"": ""MultiPoint""}"
386,485,174,CENTRE PARK,Park,"Ball Diamond, Playground",15 Centre Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=485,"{""coordinates"": [[-79.4168647795626, 43.7913820390814]], ""type"": ""MultiPoint""}"
387,653,464,HARRYETTA GARDENS,Park,Playground,170 Torresdale Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=653,"{""coordinates"": [[-79.4514824231484, 43.7816408373743]], ""type"": ""MultiPoint""}"
388,2238,1142,WOBURN PARK - NORTH YORK,Park,"Basketball Court, Dog Off-Leash Area, Playground",575 Cranbrooke Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2238,"{""coordinates"": [[-79.427407277354, 43.7227933583244]], ""type"": ""MultiPoint""}"
389,2528,1027,TELFER PARK,Park,"Basketball Court, Playground",71 Pinery Trl,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2528,"{""coordinates"": [[-79.2263406065073, 43.8075414553068]], ""type"": ""MultiPoint""}"
390,613,639,LITTLES ROAD PARK,Park,"Ball Diamond, Playground, Sports Field",30 Littles Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=613,"{""coordinates"": [[-79.2057709473742, 43.8165727766699]], ""type"": ""MultiPoint""}"
391,522,5,ADAMS PARK,Park,"Ball Diamond, Picnic Site, Playground, Sports Field, Washroom",2 Rozell Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=522,"{""coordinates"": [[-79.145772929822, 43.7921701980876]], ""type"": ""MultiPoint""}"
392,2494,1434,NEWTON PARKETTE,Park,None,293 Newton Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2494,"{""coordinates"": [[-79.3956772903788, 43.7988931022248]], ""type"": ""MultiPoint""}"
393,3626,58883,MANOR COMMUNITY GREEN,Park,None,190 Manor Rd E,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3626,"{""coordinates"": [[-79.3878944365309, 43.7047154558581]], ""type"": ""MultiPoint""}"
394,2416,321,ECHO VALLEY PARK,Park,None,1124 Kipling Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2416,"{""coordinates"": [[-79.5434724377719, 43.6524329909717]], ""type"": ""MultiPoint""}"
395,855,750,NEILSON PARK - ETOBICOKE,Park,"Ball Diamond, Playground",56 Neilson Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=855,"{""coordinates"": [[-79.5674165190204, 43.6305843029349]], ""type"": ""MultiPoint""}"
396,3657,59745,HARDING PARKETTE,Park,None,33 Kingsbury Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3657,"{""coordinates"": [[-79.2624014168036, 43.6897787400441]], ""type"": ""MultiPoint""}"
397,3741,58822,ATRIA NORTH PARK,Park,"Outdoor Fitness Equipment, Playground",75 Atria Blvd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3741,"{""coordinates"": [[-79.3290394647516, 43.7744318645315]], ""type"": ""MultiPoint""}"
398,666,1029,TERRY FOX PARK,Park,"Cricket Pitch Field, Playground, Sports Field",300 Bamburgh Crcl,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=666,"{""coordinates"": [[-79.3200138428714, 43.8144359587902]], ""type"": ""MultiPoint""}"
399,725,760,NORTH AGINCOURT PARK,Park,Sports Field,61 Moran Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=725,"{""coordinates"": [[-79.2744512608674, 43.7967442202224]], ""type"": ""MultiPoint""}"
400,2210,1467,PORT UNION WATERFRONT PARK,Park,None,175 Chesterton Shores,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2210,"{""coordinates"": [[-79.1309152998662, 43.7790330064123]], ""type"": ""MultiPoint""}"
401,742,884,ROCKFORD PARK,Park,"Basketball Court, Outdoor Dry Pad, Playground, Tennis Court",70 Rockford Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=742,"{""coordinates"": [[-79.4539758998359, 43.7864470424947]], ""type"": ""MultiPoint""}"
